Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
246,0.575756,0.313724,0.581941,0.316382,0.592973,0.31836,0.589758,0.270252,0.594438,0.220195,0.53502,0.330761,0.545399,0.331687,0.563263,0.330918,0.567809,0.279652,0.582086,0.22644,0.612294,0.210652,0.613113,0.201798,0.617326,0.176952,0.615384,0.143078,0.603762,0.139445,0.548946,0.231768,0.555215,0.219956,0.573756,0.187498,0.589769,0.147193,0.597557,0.140701,0.604418,0.0923205,0.602613,0.121153,0.604413,0.135099,0.608903,0.147737,0.605157,0.170343,0.601042,0.184629,0.597235,0.196106,0.597524,0.212722,0.591379,0.219793,0.582862,0.112943,0.58588,0.108883,0.589231,0.108377,0.595598,0.112958,0.604743,0.111392,0.561269,0.3416,0.564583,0.338143,0.595837,0.326293,0.589013,0.327832,0.543564,0.337356,0.547022,0.333995,0.585078,0.31949,0.578366,0.320956,0.533161,0.334732,0.536703,0.331427,0.578915,0.31521,0.572267,0.316633,0.589769,0.147193,0.573756,0.187498,0.555215,0.219956,0.615384,0.143078,0.617326,0.176952,0.613113,0.201798,0.582086,0.22644,0.567809,0.279652,0.563263,0.330918,0.545399,0.331687,0.594438,0.220195,0.589758,0.270252,0.592973,0.31836,0.581941,0.316382,
247,0.575628,0.31376,0.581863,0.316412,0.592979,0.31838,0.58978,0.270286,0.594459,0.22018,0.535038,0.330754,0.545415,0.331679,0.563272,0.330908,0.56778,0.279624,0.582133,0.226435,0.611887,0.210527,0.61281,0.201662,0.617227,0.176905,0.615375,0.143069,0.603819,0.139441,0.549199,0.231839,0.555459,0.220018,0.573952,0.187527,0.589923,0.147203,0.597629,0.140702,0.604437,0.0923274,0.602665,0.121159,0.604479,0.135102,0.608969,0.147741,0.605208,0.170342,0.601087,0.184625,0.597275,0.196099,0.597563,0.212713,0.591414,0.219783,0.582892,0.112975,0.585914,0.108912,0.589253,0.1084,0.595656,0.112977,0.604765,0.111394,0.561277,0.34159,0.564596,0.338139,0.595832,0.326299,0.589034,0.327861,0.543577,0.337347,0.54704,0.333991,0.58499,0.319508,0.578301,0.320996,0.533178,0.334722,0.536724,0.331424,0.578776,0.315235,0.572152,0.316679,0.589923,0.147203,0.573952,0.187527,0.555459,0.220018,0.615375,0.143069,0.617227,0.176905,0.61281,0.201662,0.582133,0.226435,0.56778,0.279624,0.563272,0.330908,0.545415,0.331679,0.594459,0.22018,0.58978,0.270286,0.592979,0.31838,0.581863,0.316412,
248,0.575495,0.313803,0.581782,0.316445,0.592987,0.318393,0.589774,0.270274,0.594487,0.220179,0.535046,0.330752,0.545421,0.331674,0.563277,0.330893,0.567765,0.279601,0.582152,0.22642,0.611485,0.210386,0.612495,0.201534,0.617136,0.176862,0.615386,0.143063,0.603906,0.139445,0.549425,0.231902,0.5557,0.220086,0.574164,0.187572,0.590096,0.147233,0.597721,0.140704,0.604475,0.092339,0.602741,0.12117,0.604569,0.135111,0.609055,0.14775,0.605275,0.170349,0.601144,0.184628,0.597323,0.1961,0.597596,0.212713,0.591441,0.219778,0.58294,0.113015,0.585969,0.10895,0.589289,0.108431,0.595745,0.113003,0.6048,0.111399,0.561285,0.341577,0.564604,0.338128,0.595833,0.326298,0.589063,0.327885,0.543585,0.337341,0.547049,0.333988,0.5849,0.319528,0.578237,0.321041,0.533185,0.33472,0.536732,0.331424,0.578632,0.315266,0.572032,0.316735,0.590096,0.147233,0.574164,0.187572,0.5557,0.220086,0.615386,0.143063,0.617136,0.176862,0.612495,0.201534,0.582152,0.22642,0.567765,0.279601,0.563277,0.330893,0.545421,0.331674,0.594487,0.220179,0.589774,0.270274,0.592987,0.318393,0.581782,0.316445,
249,0.575353,0.313841,0.581697,0.316477,0.593,0.318417,0.589762,0.270281,0.59453,0.220191,0.535057,0.330764,0.545431,0.331678,0.563283,0.330885,0.567752,0.279581,0.582203,0.226422,0.611078,0.210223,0.612169,0.201398,0.617084,0.176833,0.615342,0.143048,0.603911,0.139455,0.549656,0.23196,0.555949,0.22015,0.574386,0.187613,0.590242,0.14725,0.597753,0.140715,0.604509,0.0923473,0.602761,0.121175,0.60459,0.135114,0.60909,0.147747,0.60533,0.17035,0.601202,0.184633,0.597382,0.196107,0.597649,0.212721,0.59149,0.219785,0.582951,0.113005,0.585993,0.108948,0.589298,0.108419,0.595791,0.113021,0.604801,0.111388,0.561295,0.34157,0.564616,0.338124,0.595825,0.326311,0.589085,0.327916,0.543596,0.337345,0.547061,0.333994,0.584798,0.319552,0.578163,0.321081,0.533197,0.334731,0.536745,0.331437,0.578475,0.315296,0.571902,0.316781,0.590242,0.14725,0.574386,0.187613,0.555949,0.22015,0.615342,0.143048,0.617084,0.176833,0.612169,0.201398,0.582203,0.226422,0.567752,0.279581,0.563283,0.330885,0.545431,0.331678,0.59453,0.220191,0.589762,0.270281,0.593,0.318417,0.581697,0.316477,
250,0.575169,0.313885,0.581578,0.316513,0.592989,0.318432,0.589744,0.270279,0.594588,0.220204,0.535039,0.330747,0.545413,0.331659,0.563264,0.330857,0.567705,0.279541,0.582223,0.226413,0.610634,0.210051,0.611851,0.201267,0.616995,0.176776,0.61533,0.143028,0.603966,0.13946,0.549863,0.232008,0.556197,0.22021,0.574584,0.18764,0.590422,0.147267,0.597803,0.140712,0.604546,0.0923521,0.60281,0.121177,0.604642,0.135115,0.609138,0.147748,0.605375,0.170351,0.601245,0.184635,0.597424,0.19611,0.597685,0.212726,0.591528,0.219788,0.582979,0.113012,0.586033,0.108961,0.589319,0.108421,0.595861,0.113041,0.604816,0.111377,0.561275,0.341543,0.564596,0.338106,0.595808,0.326304,0.589105,0.327946,0.543577,0.337324,0.547043,0.333982,0.584668,0.319568,0.578067,0.321134,0.533178,0.334711,0.536727,0.331426,0.578278,0.31532,0.571736,0.316841,0.590422,0.147267,0.574584,0.18764,0.556197,0.22021,0.61533,0.143028,0.616995,0.176776,0.611851,0.201267,0.582223,0.226413,0.567705,0.279541,0.563264,0.330857,0.545413,0.331659,0.594588,0.220204,0.589744,0.270279,0.592989,0.318432,0.581578,0.316513,
251,0.575022,0.313954,0.581502,0.316569,0.593027,0.318457,0.589756,0.270292,0.594659,0.220189,0.535075,0.330777,0.545451,0.331682,0.563305,0.330871,0.567706,0.279539,0.582273,0.226414,0.610221,0.209888,0.611554,0.201143,0.616911,0.176724,0.615309,0.143027,0.604006,0.13947,0.55012,0.23208,0.556458,0.220281,0.574793,0.187673,0.590607,0.147285,0.597844,0.140723,0.604593,0.0923625,0.602851,0.121187,0.604682,0.135124,0.609181,0.147755,0.605424,0.170359,0.601297,0.184642,0.597479,0.196115,0.597739,0.212728,0.591586,0.219784,0.583004,0.113024,0.586073,0.10897,0.589339,0.108433,0.595932,0.113046,0.604827,0.111391,0.561318,0.341558,0.564637,0.338123,0.595847,0.326301,0.589184,0.32799,0.543617,0.337347,0.54708,0.334008,0.584584,0.3196,0.578018,0.32121,0.533216,0.33474,0.536763,0.331457,0.578118,0.315367,0.571611,0.316932,0.590607,0.147285,0.574793,0.187673,0.556458,0.220281,0.615309,0.143027,0.616911,0.176724,0.611554,0.201143,0.582273,0.226414,0.567706,0.279539,0.563305,0.330871,0.545451,0.331682,0.594659,0.220189,0.589756,0.270292,0.593027,0.318457,0.581502,0.316569,
252,0.574849,0.314016,0.581396,0.316613,0.593031,0.318471,0.589762,0.270293,0.594655,0.22017,0.535084,0.330773,0.545459,0.331676,0.563312,0.330854,0.567719,0.279512,0.582314,0.226402,0.60977,0.209717,0.61125,0.201016,0.616853,0.176686,0.615265,0.143013,0.604068,0.139469,0.550373,0.232158,0.556704,0.22035,0.575008,0.187718,0.590765,0.147312,0.597936,0.14072,0.604617,0.0923687,0.602913,0.121191,0.604762,0.135124,0.609267,0.147753,0.605498,0.170355,0.601359,0.184638,0.597531,0.196109,0.597777,0.21272,0.591611,0.219771,0.583034,0.113059,0.586114,0.109003,0.589356,0.108458,0.596014,0.113067,0.604841,0.11139,0.561323,0.341542,0.564644,0.33812,0.595838,0.326301,0.589212,0.328017,0.543623,0.337338,0.547088,0.334011,0.584463,0.319631,0.577932,0.321268,0.533222,0.334732,0.53677,0.331462,0.577931,0.315416,0.571456,0.317007,0.590765,0.147312,0.575008,0.187718,0.556704,0.22035,0.615265,0.143013,0.616853,0.176686,0.61125,0.201016,0.582314,0.226402,0.567719,0.279512,0.563312,0.330854,0.545459,0.331676,0.594655,0.22017,0.589762,0.270293,0.593031,0.318471,0.581396,0.316613,
253,0.574668,0.314079,0.581293,0.316661,0.593061,0.318491,0.589768,0.270301,0.594706,0.220161,0.535081,0.330804,0.545457,0.33169,0.563308,0.330836,0.567704,0.279486,0.582373,0.226394,0.609334,0.209537,0.610923,0.200859,0.616768,0.176637,0.61525,0.143,0.604107,0.139467,0.55065,0.232212,0.556957,0.220389,0.57522,0.187725,0.591021,0.147326,0.597992,0.140725,0.604649,0.0923729,0.602953,0.121194,0.604809,0.135125,0.609322,0.147751,0.605559,0.170352,0.601422,0.184635,0.597593,0.196105,0.597836,0.212714,0.591667,0.219763,0.583052,0.113076,0.586148,0.109015,0.589366,0.108472,0.596083,0.11307,0.604843,0.111398,0.561337,0.341528,0.564652,0.338101,0.595849,0.326302,0.589268,0.328051,0.543631,0.337355,0.547091,0.334023,0.584341,0.319662,0.577851,0.321332,0.533226,0.334766,0.536769,0.33149,0.57773,0.315463,0.571295,0.317086,0.591021,0.147326,0.57522,0.187725,0.556957,0.220389,0.61525,0.143,0.616768,0.176637,0.610923,0.200859,0.582373,0.226394,0.567704,0.279486,0.563308,0.330836,0.545457,0.33169,0.594706,0.220161,0.589768,0.270301,0.593061,0.318491,0.581293,0.316661,
254,0.574488,0.314141,0.581191,0.316707,0.593089,0.318512,0.589754,0.270288,0.594763,0.220174,0.535075,0.330842,0.545454,0.331711,0.563306,0.330826,0.567737,0.279468,0.582394,0.226383,0.608896,0.209353,0.610586,0.200722,0.616693,0.176598,0.615228,0.142988,0.604156,0.139469,0.550897,0.232261,0.557218,0.220443,0.575473,0.187768,0.59119,0.147342,0.598049,0.140719,0.604699,0.0923743,0.603007,0.121193,0.604864,0.135122,0.609376,0.147747,0.605606,0.17035,0.601465,0.184633,0.597634,0.196104,0.597871,0.212716,0.591705,0.219765,0.583079,0.113079,0.586195,0.109021,0.589384,0.108471,0.596176,0.11308,0.604849,0.111388,0.561344,0.341521,0.564655,0.338104,0.595863,0.326298,0.589328,0.328088,0.543633,0.337375,0.547088,0.334052,0.584222,0.319687,0.577775,0.321396,0.533224,0.334802,0.536763,0.331535,0.577532,0.315506,0.571136,0.317167,0.59119,0.147342,0.575473,0.187768,0.557218,0.220443,0.615228,0.142988,0.616693,0.176598,0.610586,0.200722,0.582394,0.226383,0.567737,0.279468,0.563306,0.330826,0.545454,0.331711,0.594763,0.220174,0.589754,0.270288,0.593089,0.318512,0.581191,0.316707,
255,0.574304,0.314215,0.581083,0.316762,0.593101,0.318538,0.589735,0.27029,0.594944,0.22019,0.535088,0.330849,0.545472,0.331722,0.563329,0.330824,0.567599,0.27943,0.582613,0.226463,0.608445,0.209146,0.610248,0.200592,0.616619,0.176561,0.615189,0.142979,0.604123,0.139507,0.551156,0.232315,0.557475,0.220497,0.575745,0.187823,0.591306,0.147351,0.598021,0.140752,0.604791,0.0923893,0.603005,0.121201,0.604835,0.135134,0.609371,0.147745,0.605678,0.170364,0.601575,0.184662,0.597772,0.196143,0.59805,0.212749,0.591898,0.219807,0.583083,0.113012,0.586231,0.108975,0.589393,0.108419,0.596242,0.11309,0.604834,0.111378,0.561375,0.341521,0.564679,0.338101,0.59588,0.326288,0.58939,0.328134,0.543656,0.337387,0.547105,0.334062,0.584105,0.319711,0.5777,0.321475,0.533239,0.33481,0.536771,0.33154,0.577335,0.31555,0.57098,0.317266,0.591306,0.147351,0.575745,0.187823,0.557475,0.220497,0.615189,0.142979,0.616619,0.176561,0.610248,0.200592,0.582613,0.226463,0.567599,0.27943,0.563329,0.330824,0.545472,0.331722,0.594944,0.22019,0.589735,0.27029,0.593101,0.318538,0.581083,0.316762,
256,0.574123,0.314282,0.580984,0.316816,0.593144,0.31857,0.589743,0.270308,0.594956,0.220184,0.535098,0.330855,0.545489,0.331726,0.563361,0.330825,0.567557,0.279416,0.582651,0.226466,0.607993,0.208941,0.609897,0.200471,0.616506,0.176506,0.615194,0.142969,0.604172,0.139515,0.551434,0.232373,0.557724,0.220539,0.576035,0.18788,0.591483,0.147373,0.598089,0.140765,0.604856,0.092408,0.603068,0.121218,0.604898,0.135149,0.60943,0.147762,0.605719,0.170374,0.601606,0.184667,0.597798,0.196144,0.598077,0.212748,0.591924,0.219806,0.583111,0.113035,0.586289,0.108998,0.589409,0.10844,0.596363,0.11311,0.604832,0.111395,0.561407,0.341522,0.564699,0.338102,0.595893,0.326301,0.589454,0.328178,0.543676,0.337391,0.547114,0.334065,0.583982,0.31975,0.577623,0.321544,0.533252,0.334815,0.536774,0.331546,0.577131,0.315603,0.570819,0.317348,0.591483,0.147373,0.576035,0.18788,0.557724,0.220539,0.615194,0.142969,0.616506,0.176506,0.609897,0.200471,0.582651,0.226466,0.567557,0.279416,0.563361,0.330825,0.545489,0.331726,0.594956,0.220184,0.589743,0.270308,0.593144,0.31857,0.580984,0.316816,
257,0.573949,0.314347,0.580887,0.316871,0.593177,0.318607,0.589745,0.270331,0.594997,0.220194,0.535101,0.330858,0.545498,0.331732,0.563378,0.33082,0.567483,0.279386,0.582775,0.226513,0.607544,0.208755,0.609525,0.200343,0.616405,0.176458,0.61518,0.142963,0.604213,0.139538,0.5517,0.232429,0.557994,0.220594,0.576309,0.187931,0.591629,0.147386,0.598132,0.140789,0.604921,0.0924334,0.603116,0.121239,0.604941,0.13517,0.609476,0.14778,0.605775,0.170392,0.60167,0.184686,0.597867,0.196165,0.598164,0.212764,0.592007,0.21983,0.583133,0.113047,0.58634,0.109015,0.589421,0.108452,0.596469,0.113138,0.604826,0.111409,0.561424,0.341518,0.56471,0.338105,0.595904,0.326315,0.589512,0.328227,0.543687,0.337396,0.547119,0.334078,0.583865,0.319785,0.577549,0.321614,0.533256,0.334816,0.536772,0.331553,0.576936,0.31565,0.570666,0.317429,0.591629,0.147386,0.576309,0.187931,0.557994,0.220594,0.61518,0.142963,0.616405,0.176458,0.609525,0.200343,0.582775,0.226513,0.567483,0.279386,0.563378,0.33082,0.545498,0.331732,0.594997,0.220194,0.589745,0.270331,0.593177,0.318607,0.580887,0.316871,
258,0.573781,0.314416,0.580798,0.316923,0.593221,0.31863,0.589748,0.270337,0.595058,0.220196,0.535108,0.33086,0.545512,0.331733,0.563405,0.330821,0.567458,0.279373,0.582847,0.226528,0.607078,0.208572,0.609156,0.200202,0.616279,0.176396,0.615184,0.142953,0.604257,0.139538,0.551986,0.232476,0.558269,0.220631,0.576589,0.187965,0.591812,0.147388,0.598183,0.140787,0.604979,0.0924379,0.603169,0.121241,0.604992,0.135171,0.609521,0.147783,0.605806,0.170391,0.601699,0.184683,0.5979,0.196162,0.598216,0.212759,0.592069,0.219834,0.583153,0.113054,0.58639,0.109021,0.589429,0.108457,0.596582,0.113144,0.604815,0.11141,0.561451,0.341519,0.564727,0.338105,0.595926,0.326316,0.589584,0.328264,0.543703,0.337398,0.547125,0.334078,0.583754,0.319819,0.577484,0.321682,0.533266,0.334819,0.536772,0.331555,0.576746,0.315703,0.57052,0.317515,0.591812,0.147388,0.576589,0.187965,0.558269,0.220631,0.615184,0.142953,0.616279,0.176396,0.609156,0.200202,0.582847,0.226528,0.567458,0.279373,0.563405,0.330821,0.545512,0.331733,0.595058,0.220196,0.589748,0.270337,0.593221,0.31863,0.580798,0.316923,
259,0.573613,0.314501,0.580711,0.316982,0.593271,0.318639,0.589757,0.270356,0.595072,0.220184,0.535109,0.330887,0.545521,0.331745,0.563426,0.330804,0.567481,0.27936,0.582898,0.226521,0.606602,0.20842,0.608768,0.200039,0.61618,0.176347,0.615175,0.142963,0.60428,0.139528,0.55227,0.232529,0.558537,0.220673,0.576876,0.188011,0.592007,0.147405,0.598225,0.140777,0.605057,0.0924286,0.603217,0.121229,0.60503,0.135159,0.60956,0.147769,0.605844,0.170376,0.601736,0.184669,0.597934,0.196149,0.598253,0.212745,0.592103,0.219823,0.58317,0.113025,0.586446,0.108997,0.589435,0.108431,0.596707,0.113134,0.604796,0.111393,0.561483,0.341505,0.564745,0.338093,0.595948,0.326316,0.589658,0.328288,0.543721,0.337411,0.54713,0.334093,0.583643,0.319868,0.577421,0.321754,0.533274,0.334846,0.536768,0.331584,0.576556,0.315776,0.570375,0.317612,0.592007,0.147405,0.576876,0.188011,0.558537,0.220673,0.615175,0.142963,0.61618,0.176347,0.608768,0.200039,0.582898,0.226521,0.567481,0.27936,0.563426,0.330804,0.545521,0.331745,0.595072,0.220184,0.589757,0.270356,0.593271,0.318639,0.580711,0.316982,
260,0.57347,0.314571,0.580639,0.317031,0.593317,0.318654,0.5897,0.270349,0.595102,0.220165,0.535116,0.330892,0.545535,0.33175,0.563451,0.330808,0.567452,0.279348,0.583003,0.226539,0.606136,0.20825,0.608363,0.199882,0.616058,0.176292,0.615187,0.142959,0.604351,0.139548,0.552545,0.232571,0.558814,0.220715,0.577168,0.188056,0.592208,0.14742,0.59831,0.14081,0.605126,0.0924616,0.60329,0.121259,0.605108,0.135188,0.609644,0.147796,0.60593,0.170397,0.60182,0.184685,0.598016,0.19616,0.598335,0.212749,0.592175,0.219823,0.583205,0.113071,0.586513,0.109039,0.589455,0.108474,0.596843,0.113166,0.604796,0.111428,0.561506,0.341509,0.56476,0.338099,0.595979,0.326311,0.589735,0.328317,0.543736,0.337415,0.547137,0.334099,0.583553,0.319899,0.577374,0.321819,0.533284,0.334851,0.53677,0.33159,0.576394,0.31583,0.570254,0.317699,0.592208,0.14742,0.577168,0.188056,0.558814,0.220715,0.615187,0.142959,0.616058,0.176292,0.608363,0.199882,0.583003,0.226539,0.567452,0.279348,0.563451,0.330808,0.545535,0.33175,0.595102,0.220165,0.5897,0.270349,0.593317,0.318654,0.580639,0.317031,
261,0.57333,0.314604,0.580563,0.317057,0.593352,0.318665,0.589706,0.270339,0.595152,0.220173,0.535121,0.330913,0.545545,0.331762,0.563469,0.330803,0.567505,0.279337,0.583026,0.226524,0.605673,0.208088,0.607951,0.199735,0.615924,0.176242,0.615204,0.14297,0.604402,0.139559,0.552809,0.23261,0.559105,0.220765,0.577451,0.188096,0.592397,0.147434,0.598369,0.14081,0.605207,0.0924679,0.603352,0.121261,0.605164,0.135189,0.609702,0.147793,0.605995,0.170398,0.601883,0.184688,0.598074,0.196164,0.598378,0.212754,0.592214,0.219823,0.583233,0.113062,0.586578,0.109038,0.589469,0.108464,0.596982,0.11318,0.604784,0.111417,0.561528,0.341505,0.564774,0.338102,0.595986,0.326306,0.589786,0.328337,0.543749,0.337426,0.547143,0.334117,0.583455,0.319912,0.577315,0.321856,0.533292,0.33487,0.536771,0.331615,0.576233,0.315851,0.57013,0.317744,0.592397,0.147434,0.577451,0.188096,0.559105,0.220765,0.615204,0.14297,0.615924,0.176242,0.607951,0.199735,0.583026,0.226524,0.567505,0.279337,0.563469,0.330803,0.545545,0.331762,0.595152,0.220173,0.589706,0.270339,0.593352,0.318665,0.580563,0.317057,
262,0.573194,0.314672,0.580497,0.317102,0.593402,0.31867,0.589712,0.270348,0.595162,0.220132,0.535125,0.33093,0.545554,0.331772,0.563487,0.3308,0.567528,0.279331,0.58314,0.226526,0.605208,0.207882,0.607545,0.199593,0.615759,0.17619,0.615199,0.14297,0.604443,0.139545,0.55308,0.232658,0.559378,0.220813,0.577751,0.188155,0.592583,0.147459,0.598451,0.140814,0.605294,0.0924679,0.603422,0.12126,0.605232,0.135187,0.609777,0.14779,0.606062,0.170387,0.601945,0.184672,0.598133,0.196145,0.59845,0.212727,0.592279,0.219801,0.583269,0.113062,0.586652,0.109034,0.589491,0.108466,0.597129,0.113172,0.60478,0.111423,0.561552,0.341504,0.564789,0.3381,0.59602,0.326293,0.589867,0.328356,0.543764,0.337438,0.547149,0.334127,0.583371,0.319941,0.577275,0.321916,0.533301,0.334888,0.536772,0.331632,0.576078,0.315904,0.570017,0.317827,0.592583,0.147459,0.577751,0.188155,0.559378,0.220813,0.615199,0.14297,0.615759,0.17619,0.607545,0.199593,0.58314,0.226526,0.567528,0.279331,0.563487,0.3308,0.545554,0.331772,0.595162,0.220132,0.589712,0.270348,0.593402,0.31867,0.580497,0.317102,
263,0.57308,0.314736,0.580438,0.317145,0.593437,0.318676,0.589722,0.270344,0.595209,0.22012,0.535133,0.33094,0.545567,0.33178,0.563509,0.330803,0.567583,0.27933,0.583192,0.226514,0.604746,0.207676,0.607128,0.199461,0.615597,0.176143,0.615169,0.142956,0.604495,0.139559,0.553361,0.232699,0.559664,0.220855,0.578032,0.18819,0.592778,0.147468,0.598546,0.140828,0.605379,0.0924836,0.603499,0.121272,0.605312,0.135197,0.609868,0.147795,0.606157,0.170393,0.602034,0.184678,0.598215,0.19615,0.598513,0.21273,0.592333,0.219794,0.583309,0.113076,0.586729,0.10905,0.589515,0.108477,0.597282,0.113191,0.604778,0.111431,0.561574,0.341508,0.564804,0.338106,0.596033,0.326294,0.589918,0.328372,0.543778,0.337445,0.547157,0.334136,0.583293,0.319978,0.577232,0.321968,0.533311,0.334897,0.536775,0.331644,0.575946,0.315961,0.569918,0.317899,0.592778,0.147468,0.578032,0.18819,0.559664,0.220855,0.615169,0.142956,0.615597,0.176143,0.607128,0.199461,0.583192,0.226514,0.567583,0.27933,0.563509,0.330803,0.545567,0.33178,0.595209,0.22012,0.589722,0.270344,0.593437,0.318676,0.580438,0.317145,
264,0.572975,0.314763,0.580388,0.317161,0.593483,0.318679,0.589761,0.270335,0.595225,0.220095,0.53514,0.330949,0.545579,0.331786,0.563529,0.330805,0.567649,0.279332,0.583233,0.226495,0.604273,0.207478,0.606708,0.199314,0.615434,0.176093,0.615159,0.142949,0.60456,0.139556,0.553623,0.232736,0.559955,0.220905,0.578315,0.188232,0.592979,0.147488,0.598636,0.140824,0.605463,0.0924865,0.603579,0.121272,0.605393,0.135195,0.60995,0.147792,0.606227,0.170387,0.602094,0.18467,0.598266,0.196139,0.598553,0.212715,0.592365,0.219774,0.583352,0.113083,0.586808,0.109057,0.589542,0.108482,0.597436,0.113197,0.604779,0.111429,0.561597,0.34151,0.564819,0.338108,0.596053,0.326284,0.589976,0.328382,0.543793,0.337452,0.547164,0.334143,0.583223,0.319984,0.577197,0.321993,0.53332,0.334907,0.536777,0.331653,0.575823,0.315979,0.569828,0.317935,0.592979,0.147488,0.578315,0.188232,0.559955,0.220905,0.615159,0.142949,0.615434,0.176093,0.606708,0.199314,0.583233,0.226495,0.567649,0.279332,0.563529,0.330805,0.545579,0.331786,0.595225,0.220095,0.589761,0.270335,0.593483,0.318679,0.580388,0.317161,
265,0.572884,0.314809,0.580341,0.317191,0.593505,0.318685,0.589737,0.270321,0.595286,0.22008,0.535146,0.330957,0.545587,0.331793,0.563542,0.330809,0.567695,0.279329,0.583368,0.226509,0.603786,0.207295,0.606287,0.199154,0.615286,0.176051,0.615137,0.142958,0.604605,0.13956,0.553895,0.232778,0.560239,0.220953,0.578586,0.188268,0.59321,0.147511,0.598732,0.140841,0.60556,0.0924974,0.603657,0.12128,0.60547,0.135202,0.610043,0.147794,0.606327,0.170387,0.602195,0.18467,0.598366,0.196139,0.59866,0.21271,0.592466,0.219772,0.583397,0.11309,0.586892,0.109062,0.589572,0.10849,0.597593,0.113201,0.604781,0.111443,0.56161,0.341514,0.564828,0.338112,0.596072,0.326271,0.590026,0.328398,0.543803,0.337459,0.547171,0.33415,0.583167,0.319999,0.57717,0.322036,0.533328,0.334915,0.536782,0.331661,0.575722,0.316011,0.569755,0.317995,0.59321,0.147511,0.578586,0.188268,0.560239,0.220953,0.615137,0.142958,0.615286,0.176051,0.606287,0.199154,0.583368,0.226509,0.567695,0.279329,0.563542,0.330809,0.545587,0.331793,0.595286,0.22008,0.589737,0.270321,0.593505,0.318685,0.580341,0.317191,
